snippet,snippet_baku,tokens,stemmed_tokens,sentiment_label
salah satu staff cleaning service ramah waktu itu ditegur secara sopan disindir disitu duduk lama dengan alasan kalau membeli silahkan keluar padahal membeli minuman cemilan disitu kondisi ramai namun mengusir pengunjung dengan cara buruk sangat disayangkan tolong diperbaiki,salah satu staff cleaning service ramah waktu itu ditegur secara sopan disindir disitu duduk lama dengan alasan kalau membeli silahkan keluar padahal membeli minuman cemilan disitu kondisi ramai namun mengusir pengunjung dengan cara buruk sangat disayangkan tolong diperbaiki,"['salah', 'satu', 'staff', 'cleaning', 'service', 'ramah', 'waktu', 'itu', 'ditegur', 'secara', 'sopan', 'disindir', 'disitu', 'duduk', 'lama', 'dengan', 'alasan', 'kalau', 'membeli', 'silahkan', 'keluar', 'padahal', 'membeli', 'minuman', 'cemilan', 'disitu', 'kondisi', 'ramai', 'namun', 'mengusir', 'pengunjung', 'dengan', 'cara', 'buruk', 'sangat', 'disayangkan', 'tolong', 'diperbaiki']","['salah', 'satu', 'staff', 'cleaning', 'service', 'ramah', 'waktu', 'itu', 'tegur', 'cara', 'sopan', 'sindir', 'situ', 'duduk', 'lama', 'dengan', 'alas', 'kalau', 'beli', 'silah', 'keluar', 'padahal', 'beli', 'minum', 'cemilan', 'situ', 'kondisi', 'ramai', 'namun', 'usir', 'unjung', 'dengan', 'cara', 'buruk', 'sangat', 'sayang', 'tolong', 'baik']",negatif
didalam sangat terbatas terpaksa harus duduk luar ga cocok utk nongkrong siang hari saat cuaca sangat panas atap dibangun bahan gangerti deh namanya tapi beneran panas sekali jadinya masi banyak meja2 kosong dg sampah makanan diatasnya antara konsumen gamau bersihin atau karyawan kurang sigap,didalam sangat terbatas terpaksa harus duduk luar tidak cocok untuk nongkrong siang hari saat cuaca sangat panas atap dibangun bahan gangerti deh namanya tapi beneran panas sekali jadinya masi banyak meja2 kosong dg sampah makanan diatasnya antara konsumen gamau bersihin atau karyawan kurang sigap,"['didalam', 'sangat', 'terbatas', 'terpaksa', 'harus', 'duduk', 'luar', 'tidak', 'cocok', 'untuk', 'nongkrong', 'siang', 'hari', 'saat', 'cuaca', 'sangat', 'panas', 'atap', 'dibangun', 'bahan', 'gangerti', 'deh', 'namanya', 'tapi', 'beneran', 'panas', 'sekali', 'jadinya', 'masi', 'banyak', 'meja2', 'kosong', 'dg', 'sampah', 'makanan', 'diatasnya', 'antara', 'konsumen', 'gamau', 'bersihin', 'atau', 'karyawan', 'kurang', 'sigap']","['dalam', 'sangat', 'batas', 'paksa', 'harus', 'duduk', 'luar', 'tidak', 'cocok', 'untuk', 'nongkrong', 'siang', 'hari', 'saat', 'cuaca', 'sangat', 'panas', 'atap', 'bangun', 'bahan', 'gangerti', 'deh', 'nama', 'tapi', 'beneran', 'panas', 'sekali', 'jadi', 'mas', 'banyak', 'meja2', 'kosong', 'dg', 'sampah', 'makan', 'atas', 'antara', 'konsumen', 'gamau', 'bersihin', 'atau', 'karyawan', 'kurang', 'sigap']",positif
salah satu kfc favorite jika ke surabaya lokasi strategis jl a yani enak hang out kopdar tapi sayang pelayanannya agak lama mungkin selalu ramai crowded,salah satu kfc favorite jika ke surabaya lokasi strategis jl a yani enak hang out kopdar tapi sayang pelayanannya agak lama mungkin selalu ramai crowded,"['salah', 'satu', 'kfc', 'favorite', 'jika', 'ke', 'surabaya', 'lokasi', 'strategis', 'jl', 'a', 'yani', 'enak', 'hang', 'out', 'kopdar', 'tapi', 'sayang', 'pelayanannya', 'agak', 'lama', 'mungkin', 'selalu', 'ramai', 'crowded']","['salah', 'satu', 'kfc', 'favorite', 'jika', 'ke', 'surabaya', 'lokasi', 'strategis', 'jl', 'a', 'yani', 'enak', 'hang', 'out', 'kopdar', 'tapi', 'sayang', 'layan', 'agak', 'lama', 'mungkin', 'selalu', 'ramai', 'crowded']",positif
kfc ahmad yani lokasinya sangat strategis wifi disini sangat lancar tanpa memakai sandi username,kfc ahmad yani lokasinya sangat strategis wifi disini sangat lancar tanpa memakai sandi username,"['kfc', 'ahmad', 'yani', 'lokasinya', 'sangat', 'strategis', 'wifi', 'disini', 'sangat', 'lancar', 'tanpa', 'memakai', 'sandi', 'username']","['kfc', 'ahmad', 'yani', 'lokasi', 'sangat', 'strategis', 'wifi', 'sini', 'sangat', 'lancar', 'tanpa', 'pakai', 'sandi', 'username']",positif
nongkrong malam hari sambil ngobrol soal bisnis emang cocok kalo pilih kfc ahmad yani paling suka bagian outdoor kalau partner bisnis kita cowok doyan ngerokok mereka bisa ngerokok sambil tetap ngobrol bisnis dengan nyaman apalagi kalau angin sepoisepoi lewat sejuk nggak perlu takut terlalu berbau asap rokok ruangannya pun full music baik indoor maupun outdoor,nongkrong malam hari sambil ngobrol soal bisnis emang cocok kalo pilih kfc ahmad yani paling suka bagian di luar kalau partner bisnis kita cowok doyan ngerokok mereka bisa ngerokok sambil tetap ngobrol bisnis dengan nyaman apalagi kalau angin sepoisepoi lewat sejuk nggak perlu takut terlalu berbau asap rokok ruangannya pun full music baik di dalam maupun di luar,"['nongkrong', 'malam', 'hari', 'sambil', 'ngobrol', 'soal', 'bisnis', 'emang', 'cocok', 'kalo', 'pilih', 'kfc', 'ahmad', 'yani', 'paling', 'suka', 'bagian', 'di', 'luar', 'kalau', 'partner', 'bisnis', 'kita', 'cowok', 'doyan', 'ngerokok', 'mereka', 'bisa', 'ngerokok', 'sambil', 'tetap', 'ngobrol', 'bisnis', 'dengan', 'nyaman', 'apalagi', 'kalau', 'angin', 'sepoisepoi', 'lewat', 'sejuk', 'nggak', 'perlu', 'takut', 'terlalu', 'berbau', 'asap', 'rokok', 'ruangannya', 'pun', 'full', 'music', 'baik', 'di', 'dalam', 'maupun', 'di', 'luar']","['nongkrong', 'malam', 'hari', 'sambil', 'ngobrol', 'soal', 'bisnis', 'emang', 'cocok', 'kalo', 'pilih', 'kfc', 'ahmad', 'yani', 'paling', 'suka', 'bagi', 'di', 'luar', 'kalau', 'partner', 'bisnis', 'kita', 'cowok', 'doyan', 'ngerokok', 'mereka', 'bisa', 'ngerokok', 'sambil', 'tetap', 'ngobrol', 'bisnis', 'dengan', 'nyaman', 'apalagi', 'kalau', 'angin', 'sepoisepoi', 'lewat', 'sejuk', 'nggak', 'perlu', 'takut', 'terlalu', 'bau', 'asap', 'rokok', 'ruang', 'pun', 'full', 'music', 'baik', 'di', 'dalam', 'maupun', 'di', 'luar']",positif
kfc ahmad yani terletak jalan ahmad yani berada samping gedung jawapos dbl arena kfc sangat ramai sekali kalau malam hari nongkrong para kawula muda apalagi kalau malam minggu sangatt ramai cocok bagi kamu ingin nongkrong bersama temanteman mu,kfc ahmad yani terletak jalan ahmad yani berada samping gedung jawapos dbl arena kfc sangat ramai sekali kalau malam hari nongkrong para kawula muda apalagi kalau malam minggu sangatt ramai cocok bagi kamu ingin nongkrong bersama temanteman mu,"['kfc', 'ahmad', 'yani', 'terletak', 'jalan', 'ahmad', 'yani', 'berada', 'samping', 'gedung', 'jawapos', 'dbl', 'arena', 'kfc', 'sangat', 'ramai', 'sekali', 'kalau', 'malam', 'hari', 'nongkrong', 'para', 'kawula', 'muda', 'apalagi', 'kalau', 'malam', 'minggu', 'sangatt', 'ramai', 'cocok', 'bagi', 'kamu', 'ingin', 'nongkrong', 'bersama', 'temanteman', 'mu']","['kfc', 'ahmad', 'yani', 'letak', 'jalan', 'ahmad', 'yani', 'ada', 'samping', 'gedung', 'jawapos', 'dbl', 'arena', 'kfc', 'sangat', 'ramai', 'sekali', 'kalau', 'malam', 'hari', 'nongkrong', 'para', 'kawula', 'muda', 'apalagi', 'kalau', 'malam', 'minggu', 'sangatt', 'ramai', 'cocok', 'bagi', 'kamu', 'ingin', 'nongkrong', 'sama', 'temanteman', 'mu']",positif
kfc ahmad yani surabaya salah satu kfc terbesar surabaya strategis samping graha pena surabaya parkir luas terdapat 2 ruangan indoor outdoor smookin room area bermain anak membuat anak kecil betah cleaning service selalu stanby menjaga kebersihan tukang parkir ramah membantu memarkirkan dengan baik pelayanan baik stok selalu sangat jarang out of stock mantaap selalu pokoknya,kfc ahmad yani surabaya salah satu kfc terbesar surabaya strategis samping graha pena surabaya parkir luas terdapat 2 ruangan di dalam di luar smookin room area bermain anak membuat anak kecil betah cleaning service selalu stanby menjaga kebersihan tukang parkir ramah membantu memarkirkan dengan baik pelayanan baik stok selalu sangat jarang out of stock mantaap selalu pokoknya,"['kfc', 'ahmad', 'yani', 'surabaya', 'salah', 'satu', 'kfc', 'terbesar', 'surabaya', 'strategis', 'samping', 'graha', 'pena', 'surabaya', 'parkir', 'luas', 'terdapat', '2', 'ruangan', 'di', 'dalam', 'di', 'luar', 'smookin', 'room', 'area', 'bermain', 'anak', 'membuat', 'anak', 'kecil', 'betah', 'cleaning', 'service', 'selalu', 'stanby', 'menjaga', 'kebersihan', 'tukang', 'parkir', 'ramah', 'membantu', 'memarkirkan', 'dengan', 'baik', 'pelayanan', 'baik', 'stok', 'selalu', 'sangat', 'jarang', 'out', 'of', 'stock', 'mantaap', 'selalu', 'pokoknya']","['kfc', 'ahmad', 'yani', 'surabaya', 'salah', 'satu', 'kfc', 'besar', 'surabaya', 'strategis', 'samping', 'graha', 'pena', 'surabaya', 'parkir', 'luas', 'dapat', '2', 'ruang', 'di', 'dalam', 'di', 'luar', 'smookin', 'room', 'area', 'main', 'anak', 'buat', 'anak', 'kecil', 'betah', 'cleaning', 'service', 'selalu', 'stanby', 'jaga', 'bersih', 'tukang', 'parkir', 'ramah', 'bantu', 'parkir', 'dengan', 'baik', 'layan', 'baik', 'stok', 'selalu', 'sangat', 'jarang', 'out', 'of', 'stock', 'mantaap', 'selalu', 'pokok']",positif
tempatnya lumayan luas nyaman bagian dalam khusus no smoking area sedangkan bagi para perokok disediakan makan luar ruangan toilet cukup bersih tapi bau air kencing,tempatnya lumayan luas nyaman bagian dalam khusus no smoking area sedangkan bagi para perokok disediakan makan luar ruangan toilet cukup bersih tapi bau air kencing,"['tempatnya', 'lumayan', 'luas', 'nyaman', 'bagian', 'dalam', 'khusus', 'no', 'smoking', 'area', 'sedangkan', 'bagi', 'para', 'perokok', 'disediakan', 'makan', 'luar', 'ruangan', 'toilet', 'cukup', 'bersih', 'tapi', 'bau', 'air', 'kencing']","['tempat', 'lumayan', 'luas', 'nyaman', 'bagi', 'dalam', 'khusus', 'no', 'smoking', 'area', 'sedang', 'bagi', 'para', 'okok', 'sedia', 'makan', 'luar', 'ruang', 'toilet', 'cukup', 'bersih', 'tapi', 'bau', 'air', 'kencing']",positif
lokasinya enak terpisah mall,lokasinya enak terpisah mall,"['lokasinya', 'enak', 'terpisah', 'mall']","['lokasi', 'enak', 'pisah', 'mall']",positif
parkiran mobil cukup luas,parkiran mobil cukup luas,"['parkiran', 'mobil', 'cukup', 'luas']","['parkir', 'mobil', 'cukup', 'luas']",positif
kala ppkm kfc masih boleh dine in makan tapi harus outdoornya thank you kfc,kala ppkm kfc masih boleh dine in makan tapi harus outdoornya thank you kfc,"['kala', 'ppkm', 'kfc', 'masih', 'boleh', 'dine', 'in', 'makan', 'tapi', 'harus', 'outdoornya', 'thank', 'you', 'kfc']","['kala', 'ppkm', 'kfc', 'masih', 'boleh', 'dine', 'in', 'makan', 'tapi', 'harus', 'outdoornya', 'thank', 'you', 'kfc']",netral
lokasi nyamankursi dibagi menjadi 2 bagian bagian outdoor indooryang indoor sangat terbatas krn bagi dengan arena permainan anak area kegiatan sayang parkiran mobil terbatas sering dipakai parkir kegiatan basket dbl seringnya calon customer malah enggak dapat parkir,lokasi nyamankursi dibagi menjadi 2 bagian bagian di luar indooryang di dalam sangat terbatas karena bagi dengan arena permainan anak area kegiatan sayang parkiran mobil terbatas sering dipakai parkir kegiatan basket dbl seringnya calon pelanggan malah enggak dapat parkir,"['lokasi', 'nyamankursi', 'dibagi', 'menjadi', '2', 'bagian', 'bagian', 'di', 'luar', 'indooryang', 'di', 'dalam', 'sangat', 'terbatas', 'karena', 'bagi', 'dengan', 'arena', 'permainan', 'anak', 'area', 'kegiatan', 'sayang', 'parkiran', 'mobil', 'terbatas', 'sering', 'dipakai', 'parkir', 'kegiatan', 'basket', 'dbl', 'seringnya', 'calon', 'pelanggan', 'malah', 'enggak', 'dapat', 'parkir']","['lokasi', 'nyamankursi', 'bagi', 'jadi', '2', 'bagi', 'bagi', 'di', 'luar', 'indooryang', 'di', 'dalam', 'sangat', 'batas', 'karena', 'bagi', 'dengan', 'arena', 'main', 'anak', 'area', 'giat', 'sayang', 'parkir', 'mobil', 'batas', 'sering', 'pakai', 'parkir', 'giat', 'basket', 'dbl', 'sering', 'calon', 'langgan', 'malah', 'enggak', 'dapat', 'parkir']",positif
kasir drive thrue paham harga produk,kasir drive thrue paham harga produk,"['kasir', 'drive', 'thrue', 'paham', 'harga', 'produk']","['kasir', 'drive', 'thrue', 'paham', 'harga', 'produk']",netral
pelayanan lambat,pelayanan lambat,"['pelayanan', 'lambat']","['layan', 'lambat']",negatif
tempatnya enak pelayanan baik,tempatnya enak pelayanan baik,"['tempatnya', 'enak', 'pelayanan', 'baik']","['tempat', 'enak', 'layan', 'baik']",positif
15 mei 2022 siang hari karyawan ibu2 ga pake nama dada lain pake tuh orang mit amit juteeeeeek nyengir2 sinis lihat kita eh kita bayar lho ga makan gratisan,15 mei 2022 siang hari karyawan ibu2 tidak pake nama dada lain pake tuh orang mit amit juteeeeeek nyengir2 sinis lihat kita eh kita bayar lho tidak makan gratisan,"['15', 'mei', '2022', 'siang', 'hari', 'karyawan', 'ibu2', 'tidak', 'pake', 'nama', 'dada', 'lain', 'pake', 'tuh', 'orang', 'mit', 'amit', 'juteeeeeek', 'nyengir2', 'sinis', 'lihat', 'kita', 'eh', 'kita', 'bayar', 'lho', 'tidak', 'makan', 'gratisan']","['15', 'mei', '2022', 'siang', 'hari', 'karyawan', 'ibu2', 'tidak', 'pake', 'nama', 'dada', 'lain', 'pake', 'tuh', 'orang', 'mit', 'amit', 'juteeeeeek', 'nyengir2', 'sinis', 'lihat', 'kita', 'eh', 'kita', 'bayar', 'lho', 'tidak', 'makan', 'gratis']",negatif
menunya lengkap cafenyasehingga tersedia menu dessert,menunya lengkap cafenyasehingga tersedia menu dessert,"['menunya', 'lengkap', 'cafenyasehingga', 'tersedia', 'menu', 'dessert']","['menu', 'lengkap', 'cafenyasehingga', 'sedia', 'menu', 'dessert']",netral
pemesanan online memudahkan pembelian kfc lokasi startegis jalan utama parkiran luas bermain anak kecil,pemesanan online memudahkan pembelian kfc lokasi startegis jalan utama parkiran luas bermain anak kecil,"['pemesanan', 'online', 'memudahkan', 'pembelian', 'kfc', 'lokasi', 'startegis', 'jalan', 'utama', 'parkiran', 'luas', 'bermain', 'anak', 'kecil']","['mesan', 'online', 'mudah', 'beli', 'kfc', 'lokasi', 'startegis', 'jalan', 'utama', 'parkir', 'luas', 'main', 'anak', 'kecil']",positif
lokasinya samping jalan raya sehingga mudah ditemukan parkiran luas seningga nyaman parkir kendaraan menu harga sama dg kfc lainnya lelayannya baik ramah tempatnya bersih nyaman kumpul2 namun kl datang pagi menu kurang lengkap baru jam 11 siang semua menu redy secara keseluruhan baik,lokasinya samping jalan raya sehingga mudah ditemukan parkiran luas seningga nyaman parkir kendaraan menu harga sama dg kfc lainnya lelayannya baik ramah tempatnya bersih nyaman kumpul2 namun kl datang pagi menu kurang lengkap baru jam 11 siang semua menu redy secara keseluruhan baik,"['lokasinya', 'samping', 'jalan', 'raya', 'sehingga', 'mudah', 'ditemukan', 'parkiran', 'luas', 'seningga', 'nyaman', 'parkir', 'kendaraan', 'menu', 'harga', 'sama', 'dg', 'kfc', 'lainnya', 'lelayannya', 'baik', 'ramah', 'tempatnya', 'bersih', 'nyaman', 'kumpul2', 'namun', 'kl', 'datang', 'pagi', 'menu', 'kurang', 'lengkap', 'baru', 'jam', '11', 'siang', 'semua', 'menu', 'redy', 'secara', 'keseluruhan', 'baik']","['lokasi', 'samping', 'jalan', 'raya', 'sehingga', 'mudah', 'temu', 'parkir', 'luas', 'seningga', 'nyaman', 'parkir', 'kendara', 'menu', 'harga', 'sama', 'dg', 'kfc', 'lain', 'layan', 'baik', 'ramah', 'tempat', 'bersih', 'nyaman', 'kumpul2', 'namun', 'kl', 'datang', 'pagi', 'menu', 'kurang', 'lengkap', 'baru', 'jam', '11', 'siang', 'semua', 'menu', 'redy', 'cara', 'seluruh', 'baik']",positif
ulasan dibuat masa ppkm,ulasan dibuat masa ppkm,"['ulasan', 'dibuat', 'masa', 'ppkm']","['ulas', 'buat', 'masa', 'ppkm']",netral
tempatnya mostly outdoor enak nongkrongpelayanan standar seringnya disini mesan krusher kemarin buka bersama disini dateng jam 4 masih banyak kosong bisa minta pelayannya gabungin meja kursinya gak bisa reservasi cuci tangan itu kurang baik air mengalir sangat sedikit antri agak lama cuci tangan saja,tempatnya mostly di luar enak nongkrongpelayanan standar seringnya disini mesan krusher kemarin buka bersama disini dateng jam 4 masih banyak kosong bisa minta pelayannya gabungin meja kursinya tidak bisa reservasi cuci tangan itu kurang baik air mengalir sangat sedikit antre agak lama cuci tangan saja,"['tempatnya', 'mostly', 'di', 'luar', 'enak', 'nongkrongpelayanan', 'standar', 'seringnya', 'disini', 'mesan', 'krusher', 'kemarin', 'buka', 'bersama', 'disini', 'dateng', 'jam', '4', 'masih', 'banyak', 'kosong', 'bisa', 'minta', 'pelayannya', 'gabungin', 'meja', 'kursinya', 'tidak', 'bisa', 'reservasi', 'cuci', 'tangan', 'itu', 'kurang', 'baik', 'air', 'mengalir', 'sangat', 'sedikit', 'antre', 'agak', 'lama', 'cuci', 'tangan', 'saja']","['tempat', 'mostly', 'di', 'luar', 'enak', 'nongkrongpelayanan', 'standar', 'sering', 'sini', 'mesan', 'krusher', 'kemarin', 'buka', 'sama', 'sini', 'dateng', 'jam', '4', 'masih', 'banyak', 'kosong', 'bisa', 'minta', 'layan', 'gabungin', 'meja', 'kursi', 'tidak', 'bisa', 'reservasi', 'cuci', 'tangan', 'itu', 'kurang', 'baik', 'air', 'alir', 'sangat', 'sedikit', 'antre', 'agak', 'lama', 'cuci', 'tangan', 'saja']",negatif
overall bagus nyaman bersantai sambil menikmati menu disediakan terdapat piliham indoor outdoor tetap terjaga kebersihannya selain itu lokasi strategis benarbenar menunjang kebutuhan konsumen lahan parkir disediakan sudah baik free charge bagi anda beragama islam ibadah berupa mushalla its good to begin your foodventure for sure,overall bagus nyaman bersantai sambil menikmati menu disediakan terdapat piliham di dalam di luar tetap terjaga kebersihannya selain itu lokasi strategis benarbenar menunjang kebutuhan konsumen lahan parkir disediakan sudah baik free charge bagi anda beragama islam ibadah berupa mushalla its good to begin your foodventure for sure,"['overall', 'bagus', 'nyaman', 'bersantai', 'sambil', 'menikmati', 'menu', 'disediakan', 'terdapat', 'piliham', 'di', 'dalam', 'di', 'luar', 'tetap', 'terjaga', 'kebersihannya', 'selain', 'itu', 'lokasi', 'strategis', 'benarbenar', 'menunjang', 'kebutuhan', 'konsumen', 'lahan', 'parkir', 'disediakan', 'sudah', 'baik', 'free', 'charge', 'bagi', 'anda', 'beragama', 'islam', 'ibadah', 'berupa', 'mushalla', 'its', 'good', 'to', 'begin', 'your', 'foodventure', 'for', 'sure']","['overall', 'bagus', 'nyaman', 'santa', 'sambil', 'nikmat', 'menu', 'sedia', 'dapat', 'piliham', 'di', 'dalam', 'di', 'luar', 'tetap', 'jaga', 'bersih', 'selain', 'itu', 'lokasi', 'strategis', 'benarbenar', 'tunjang', 'butuh', 'konsumen', 'lahan', 'parkir', 'sedia', 'sudah', 'baik', 'free', 'charge', 'bagi', 'anda', 'agama', 'islam', 'ibadah', 'upa', 'mushalla', 'its', 'good', 'to', 'begin', 'your', 'foodventure', 'for', 'sure']",positif
24 jam outdoor area coba redesign lagi supaya ngga terlalu remang remang washtafel coba diperbanyak airnya usahakan jangan terlalu kecil sediakan sabun cair betulan bukan air encer entah aroma apa,24 jam di luar area coba redesign lagi supaya tidak terlalu remang remang washtafel coba diperbanyak airnya usahakan jangan terlalu kecil sediakan sabun cair betulan bukan air encer entah aroma apa,"['24', 'jam', 'di', 'luar', 'area', 'coba', 'redesign', 'lagi', 'supaya', 'tidak', 'terlalu', 'remang', 'remang', 'washtafel', 'coba', 'diperbanyak', 'airnya', 'usahakan', 'jangan', 'terlalu', 'kecil', 'sediakan', 'sabun', 'cair', 'betulan', 'bukan', 'air', 'encer', 'entah', 'aroma', 'apa']","['24', 'jam', 'di', 'luar', 'area', 'coba', 'redesign', 'lagi', 'supaya', 'tidak', 'terlalu', 'remang', 'remang', 'washtafel', 'coba', 'banyak', 'air', 'usaha', 'jangan', 'terlalu', 'kecil', 'sedia', 'sabun', 'cair', 'betul', 'bukan', 'air', 'encer', 'entah', 'aroma', 'apa']",negatif
tempatnya gede selalu rame tempatnya,tempatnya gede selalu rame tempatnya,"['tempatnya', 'gede', 'selalu', 'rame', 'tempatnya']","['tempat', 'gede', 'selalu', 'rame', 'tempat']",positif
ramai sepanjang hari namun masih kurang pada kebersihan toilet jumlahnya masingmasing satu laki perempuan terkadang membuat pengunjung antri,ramai sepanjang hari namun masih kurang pada kebersihan toilet jumlahnya masingmasing satu laki perempuan terkadang membuat pengunjung antre,"['ramai', 'sepanjang', 'hari', 'namun', 'masih', 'kurang', 'pada', 'kebersihan', 'toilet', 'jumlahnya', 'masingmasing', 'satu', 'laki', 'perempuan', 'terkadang', 'membuat', 'pengunjung', 'antre']","['ramai', 'panjang', 'hari', 'namun', 'masih', 'kurang', 'pada', 'bersih', 'toilet', 'jumlah', 'masingmasing', 'satu', 'laki', 'perempuan', 'terkadang', 'buat', 'unjung', 'antre']",negatif
padahal lokasi kfc disini menurut strategis sekedar makan nongkrong atau kumpulkumpul pelit bangku,padahal lokasi kfc disini menurut strategis sekedar makan nongkrong atau kumpulkumpul pelit bangku,"['padahal', 'lokasi', 'kfc', 'disini', 'menurut', 'strategis', 'sekedar', 'makan', 'nongkrong', 'atau', 'kumpulkumpul', 'pelit', 'bangku']","['padahal', 'lokasi', 'kfc', 'sini', 'turut', 'strategis', 'dar', 'makan', 'nongkrong', 'atau', 'kumpulkumpul', 'pelit', 'bangku']",positif
tempatnya besar cocok ngumpul bareng keluarga teman parkirnya cukup luas toilet cukup bersih,tempatnya besar cocok ngumpul bareng keluarga teman parkirnya cukup luas toilet cukup bersih,"['tempatnya', 'besar', 'cocok', 'ngumpul', 'bareng', 'keluarga', 'teman', 'parkirnya', 'cukup', 'luas', 'toilet', 'cukup', 'bersih']","['tempat', 'besar', 'cocok', 'ngumpul', 'bareng', 'keluarga', 'teman', 'parkir', 'cukup', 'luas', 'toilet', 'cukup', 'bersih']",positif
tempatnya enak banyak duduk cocok nugas wifi cuman kontak tancepan cuma pojok2 saja pintu masuk lewat barat struk tertulis parkir mobil wkwk tapi itu motor kata petugasnya,tempatnya enak banyak duduk cocok nugas wifi cuman kontak tancepan cuma pojok2 saja pintu masuk lewat barat struk tertulis parkir mobil wkwk tapi itu motor kata petugasnya,"['tempatnya', 'enak', 'banyak', 'duduk', 'cocok', 'nugas', 'wifi', 'cuman', 'kontak', 'tancepan', 'cuma', 'pojok2', 'saja', 'pintu', 'masuk', 'lewat', 'barat', 'struk', 'tertulis', 'parkir', 'mobil', 'wkwk', 'tapi', 'itu', 'motor', 'kata', 'petugasnya']","['tempat', 'enak', 'banyak', 'duduk', 'cocok', 'nugas', 'wifi', 'cuman', 'kontak', 'tancepan', 'cuma', 'pojok2', 'saja', 'pintu', 'masuk', 'lewat', 'barat', 'struk', 'tulis', 'parkir', 'mobil', 'wkwk', 'tapi', 'itu', 'motor', 'kata', 'tugas']",positif
antriannya ampun deh sudah tau antrian mengular tapi tetep dibuka cuma 1 kasir sistemnya tolong diperbaiki fast food tapi slow service,antriannya ampun deh sudah tau antrian mengular tapi tetep dibuka cuma 1 kasir sistemnya tolong diperbaiki fast food tapi lambat service,"['antriannya', 'ampun', 'deh', 'sudah', 'tau', 'antrian', 'mengular', 'tapi', 'tetep', 'dibuka', 'cuma', '1', 'kasir', 'sistemnya', 'tolong', 'diperbaiki', 'fast', 'food', 'tapi', 'lambat', 'service']","['antri', 'ampun', 'deh', 'sudah', 'tau', 'antri', 'ular', 'tapi', 'tetep', 'buka', 'cuma', '1', 'kasir', 'sistem', 'tolong', 'baik', 'fast', 'food', 'tapi', 'lambat', 'service']",negatif
hari tanggal 6 apr 2021 jam 1930,hari tanggal 6 apr 2021 jam 1930,"['hari', 'tanggal', '6', 'apr', '2021', 'jam', '1930']","['hari', 'tanggal', '6', 'apr', '2021', 'jam', '1930']",netral
area parkirnya gonta ganti dulu bisa masuk arah ketintang terus tiba2 ditutup diganti lewat jalan besar tiba2 ditutup diganti lagi parkir graha pena padahal mau drive thru tapi disuruh parkir graha pena udah gitu sampe nyasar2 gak jelas mana bayar parkir cuma bisa pake ewallet pula,area parkirnya gonta ganti dulu bisa masuk arah ketintang terus tiba2 ditutup diganti lewat jalan besar tiba2 ditutup diganti lagi parkir graha pena padahal mau drive thru tapi disuruh parkir graha pena udah gitu sampe nyasar2 tidak jelas mana bayar parkir cuma bisa pake ewallet pula,"['area', 'parkirnya', 'gonta', 'ganti', 'dulu', 'bisa', 'masuk', 'arah', 'ketintang', 'terus', 'tiba2', 'ditutup', 'diganti', 'lewat', 'jalan', 'besar', 'tiba2', 'ditutup', 'diganti', 'lagi', 'parkir', 'graha', 'pena', 'padahal', 'mau', 'drive', 'thru', 'tapi', 'disuruh', 'parkir', 'graha', 'pena', 'udah', 'gitu', 'sampe', 'nyasar2', 'tidak', 'jelas', 'mana', 'bayar', 'parkir', 'cuma', 'bisa', 'pake', 'ewallet', 'pula']","['area', 'parkir', 'gonta', 'ganti', 'dulu', 'bisa', 'masuk', 'arah', 'ketintang', 'terus', 'tiba2', 'tutup', 'ganti', 'lewat', 'jalan', 'besar', 'tiba2', 'tutup', 'ganti', 'lagi', 'parkir', 'graha', 'pena', 'padahal', 'mau', 'drive', 'thru', 'tapi', 'suruh', 'parkir', 'graha', 'pena', 'udah', 'gitu', 'sampe', 'nyasar2', 'tidak', 'jelas', 'mana', 'bayar', 'parkir', 'cuma', 'bisa', 'pake', 'ewallet', 'pula']",netral
tolong ya area parkir pintu masuk itu diperjelas jangan digonta ganti terus salah satu cabang kfc paling ribet surabaya gak usah kesini kalo kalian males ribet gak recommended,tolong ya area parkir pintu masuk itu diperjelas jangan digonta ganti terus salah satu cabang kfc paling ribet surabaya tidak usah kesini kalo kalian males ribet tidak recommended,"['tolong', 'ya', 'area', 'parkir', 'pintu', 'masuk', 'itu', 'diperjelas', 'jangan', 'digonta', 'ganti', 'terus', 'salah', 'satu', 'cabang', 'kfc', 'paling', 'ribet', 'surabaya', 'tidak', 'usah', 'kesini', 'kalo', 'kalian', 'males', 'ribet', 'tidak', 'recommended']","['tolong', 'ya', 'area', 'parkir', 'pintu', 'masuk', 'itu', 'jelas', 'jangan', 'digonta', 'ganti', 'terus', 'salah', 'satu', 'cabang', 'kfc', 'paling', 'ribet', 'surabaya', 'tidak', 'usah', 'kesini', 'kalo', 'kalian', 'males', 'ribet', 'tidak', 'recommended']",netral
